voc_trt_perd_itg_cd,voc_prod_sbt_id,voc_wjt_sorc_id,voc_type_itg_cd,voc_sttus_itg_cd,voc_trt_reslt_itg_cd,cust_clas_itg_cd,bprod_sbt_id,age_itg_cd,cont_sttus_itg_cd,new_date,opn_nfl_chg_date,cust_dtl_ctg_itg_cd,voc_trt_degr_div_itg_cd,voc_dupl_tmscnt,oos_cause_type_itg_cd,voc_trt_need_time_itg_cd,engt_cperd_type_itg_cd,engt_tgt_div_itg_cd,cont_fns_pam_date,voc_mis_pbls_yn,fclt_oos_yn,cust_snsry_base_conf_need_time,trm_yn
10000,1001047799,1890,10009,10002,_,I,1001046521,63,10001,20160217,20170720,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054927,360,10009,10002,_,L,1001049616,28,10001,20141101,20141101,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665329,656,10009,10002,_,_,1000001135,_,10001,20190906,20190906,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027537,463,10009,10002,_,F,1000001131,47,10005,20200310,20200310,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000783699,128,10009,10002,_,I,1000851877,63,10001,20110906,20110906,10002,20001,0,_,10001,15098,15244,20191214,N,_,0,N
10000,1001027747,1561,10009,10002,_,I,1000737200,46,10001,20200203,20200203,10002,20001,0,10236,10001,15097,15244,20230202,N,N,0,N
10000,1001076887,1663,10009,10002,_,F,1001076319,67,10001,20200410,20200410,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027458,128,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001035955,314,10009,10002,_,J,1001034691,36,10001,20170708,20170708,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000668782,2057,10009,10002,_,L,1001046523,44,10001,20180712,20180712,10003,20001,0,_,10004,_,_,99991231,N,_,0,N
10000,1000808865,298,10009,10002,_,I,1000804984,24,10001,20170218,20170218,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665870,656,10009,10002,_,_,1000001126,_,10001,20200224,20200224,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000784644,3086,10009,10002,_,I,1000784228,57,10001,20170324,20170324,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,L,1001046523,28,10001,20190228,20190228,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,155,10007,10002,_,I,1001044103,20,10001,20190430,20190430,10002,20002,0,_,10001,15097,15244,20220429,N,_,0,N
_,1001027747,2153,10009,10002,_,G,1000737200,47,10001,20020702,20020702,10003,20001,0,_,10001,15097,15244,20070201,N,_,0,N
_,1000675287,540,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,L,1000737200,37,10001,20130507,20130507,10003,20001,0,_,10001,15097,15249,20200509,N,_,0,N
10000,1000780260,463,10009,10002,_,G,1001046521,28,10001,20130715,20130715,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,L,1001060910,30,10001,20171122,20171122,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,298,10009,10002,_,F,1000767883,40,10001,20160506,20160506,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047802,329,10009,10002,_,L,1001046524,52,10001,20141021,20141021,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,2393,10009,10002,_,J,1001044103,48,10001,20200410,20200410,10002,20001,0,_,10001,15097,15244,20230409,N,_,0,N
_,1001047798,2153,10009,10002,_,G,1001046520,61,10001,20130619,20130619,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001030357,190,10009,10002,_,F,1000745232,30,10001,20180105,20180105,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001072121,2075,10009,10002,_,L,1001046523,41,10001,20140620,20140620,10003,20001,0,_,10002,_,_,99991231,N,_,0,N
_,1001027747,294,10009,10002,_,L,1000737200,38,10001,20140225,20140225,10003,20001,0,_,10001,15097,15244,20170224,N,_,0,N
10000,1001027747,2537,10009,10002,10003,G,1000737200,58,10001,20180103,20180103,10002,20001,0,10270,10002,15097,15244,20210102,N,N,0,N
10000,1001028573,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,312,10009,10002,_,F,1000702598,_,10001,20190423,20190423,90029,20001,0,_,10001,15097,15244,20220422,N,_,0,N
10000,1000811110,463,10009,10002,_,F,1000809142,65,10005,20180430,20180430,90027,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,2153,10009,10002,_,L,1001046523,54,10001,20140919,20170411,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,3414,10009,10002,10081,G,1000001126,61,10001,19891102,19891102,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000763389,362,10009,10002,_,I,1000748648,54,10001,20100520,20100520,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,F,1000001126,72,10001,19830526,19830526,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,3094,10009,10002,_,G,1001044103,58,10001,20190622,20190622,10003,20001,0,10269,10001,15097,15244,20220621,N,N,0,N
10000,1000671197,2110,10009,10002,_,F,1001046521,43,10001,20061027,20061027,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,-998,1519,10003,10002,_,L,1000737200,61,10001,20140710,20140710,90029,20001,0,10242,10001,15097,15249,20200630,_,N,0,N
10000,1001047798,2075,10009,10002,_,_,1001046520,41,10006,20200410,20200410,10003,20002,0,_,10003,_,_,99991231,N,_,1,N
_,1000665328,3817,10009,10002,_,F,1000001126,36,10005,19851004,19851004,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,1890,10009,10002,_,J,1001046521,52,10001,20140916,20140916,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665352,128,10009,10002,_,_,1000001126,_,10001,20150116,20150116,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027812,2153,10009,10002,_,L,1001046523,35,10001,20151111,20151111,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028573,341,10009,10002,_,L,1000851881,62,10002,20121126,20121126,90029,20001,0,_,10001,15098,15244,20190125,N,_,0,N
_,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2056,10009,10002,_,G,1001044103,38,10001,20180321,20180321,10002,20001,0,_,10001,15097,15244,20210321,N,_,0,N
_,1001060659,3840,10009,10002,_,G,1001059435,9,10001,20190729,20190729,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2075,10009,10002,_,L,1000737200,55,10003,20171108,20171108,10002,20001,0,_,10001,15097,15244,20201107,N,_,0,N
10000,1001028565,392,10003,10002,_,L,1000851873,33,10001,20150410,20150410,90029,20001,0,10258,10002,15098,15244,20211115,N,N,0,N
10000,1001027747,3094,10009,10002,_,I,1000737200,62,10001,20010418,20010418,10002,20001,0,_,10001,15098,15244,20120624,N,_,0,N
_,1000781553,3086,10009,10002,_,G,1000767879,51,10001,20150619,20150619,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001027747,2056,10007,10002,_,I,1000737200,57,10003,20180507,20180507,10003,20002,0,_,10014,15097,15244,20210804,N,_,0,N
_,1001047798,2153,10009,10002,_,G,1001046520,62,10001,20181103,20181103,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000784644,329,10009,10002,_,I,1000784228,24,10001,20170224,20170224,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1001027688,3812,10009,10002,_,I,1000002356,46,10001,20011030,20011030,10003,20001,0,_,10001,15097,15249,20140603,N,_,0,Y
10000,1000665328,3279,10009,10002,10081,L,1000001126,62,10001,19841216,19841216,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,359,10009,10002,_,I,1001046521,41,10001,20160801,20160801,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027819,380,10009,10002,_,I,1000720809,53,10001,20141213,20141213,90029,20001,0,10231,10001,15097,15244,20171212,N,N,0,N
_,1000781553,656,10009,10002,_,I,1000767879,64,10001,20140722,20140722,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001035940,656,10009,10002,_,F,1001034676,57,10001,20181122,20181122,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,432,10007,10002,10046,_,-998,_,_,10101,10101,_,20002,0,_,10002,_,_,99991231,N,_,1,N
_,1001027848,2153,10009,10002,_,F,1000003237,_,10001,20200402,20200402,90029,20001,0,_,10001,15097,15244,20230401,N,_,0,N
10000,1001033344,2153,10009,10002,_,O,1000001126,56,10001,20170821,20170821,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027836,2554,10009,10002,_,_,1000003205,_,10001,20141014,20190312,90056,20001,0,_,10001,15097,15244,20171013,N,_,0,N
_,1000781558,3661,10009,10002,_,L,1000767883,59,10001,20140707,20140707,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028864,463,10009,10002,_,L,1000003205,46,10001,20160414,20160414,10003,20001,0,_,10001,15097,15244,20190413,N,_,0,N
10001,-998,1519,10003,10002,_,F,1000001126,_,10001,20200109,20200109,90029,20001,0,10269,10012,_,_,99991231,_,N,0,N
10000,1001061189,360,10009,10002,_,J,1001060909,42,10001,20150822,20150822,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027688,3094,10009,10002,_,L,1000002356,44,10001,20091013,20091013,10002,20001,0,10269,10001,15097,15249,20201204,N,N,0,N
_,1001044841,2106,10009,10002,10098,G,1001044103,36,10001,20170506,20170506,10003,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1001027746,3428,10009,10002,10081,L,1000702598,45,10001,20180730,20180730,10002,20001,0,_,10001,15097,15244,20210729,N,_,0,N
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,343,10009,10002,10003,G,1000851873,38,10001,20160203,20160203,10002,20001,0,_,10001,15097,15277,20220818,N,_,0,N
_,1001028573,3321,10009,10002,10026,G,1000851881,_,10005,20160418,20160418,90029,20001,0,_,10001,15097,15244,20190417,N,_,0,N
10000,1001047798,329,10009,10002,_,G,1001046520,49,10001,19971008,20200205,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028573,3250,10009,10002,10081,F,1000851881,23,10001,20190817,20190817,10003,20001,0,_,10001,15097,15244,20220816,N,_,0,N
10000,1000665328,1884,10003,10002,_,J,1000001126,28,10001,20170731,20170731,90029,20001,0,10242,10003,_,_,99991231,N,N,0,N
10000,1001027836,2153,10009,10002,_,I,1000003205,42,10001,20090406,20090406,10002,20001,0,_,10001,15098,15244,20180227,N,_,0,N
_,1001045303,329,10009,10002,_,G,1001045228,58,10001,20140625,20140625,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,360,10009,10002,_,L,1000737200,54,10001,20150116,20150116,10003,20001,0,_,10001,15097,15249,20210311,N,_,0,N
10000,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781556,329,10009,10002,_,J,1000775065,56,10001,20170222,20170222,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,285,10009,10002,_,J,1001046520,51,10001,20140516,20140516,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,3531,10009,10002,10081,L,1000702598,57,10001,20141018,20141018,10002,20001,0,_,10001,15097,15249,20210906,N,_,0,N
_,1001027746,2153,10009,10002,_,L,1001060910,29,10001,20150209,20150209,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001033344,2317,10009,10002,_,G,1001033311,50,10001,20190411,20200410,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054928,2126,10009,10002,_,F,1001049617,24,10003,20160414,20160414,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000672028,661,10009,10002,_,J,1000711367,54,10001,20170203,20170203,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001030342,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1996,10007,10002,10081,I,1000001126,73,10001,19751231,19751231,90029,20002,0,_,10004,_,_,99991231,N,_,0,Y
_,1000665328,155,10007,10005,_,I,1000784228,60,10001,20140210,20140210,10003,20002,0,_,10038,_,_,99991231,N,_,0,N
_,1001027710,3303,10009,10002,10026,I,1000002530,56,10005,20070320,20070320,90029,20001,0,_,10001,15097,15249,20130927,N,_,0,N
_,1001027747,2106,10009,10002,10097,L,1000737200,33,10001,20160215,20160215,90029,20001,0,_,10001,15097,15244,20190215,N,_,0,N
_,1001061191,2123,10009,10002,_,O,1001060911,27,10001,20101125,20101125,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,312,10009,10002,_,_,1000702598,_,10001,20171117,20171117,90056,20001,0,_,10001,15097,15244,20201116,N,_,0,N
10000,1001027747,2153,10009,10002,_,J,1000737200,53,10001,20150416,20150416,10003,20001,0,_,10001,15097,15277,20221229,N,_,0,N
_,1000819130,656,10009,10002,_,G,1000675985,12,10001,20190111,20190111,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,3415,10009,10002,10081,I,1000737200,38,10001,20170420,20170420,10003,20001,0,_,10001,15097,15244,20200419,N,_,0,N
_,1001027747,2262,10009,10002,_,G,1000737200,44,10001,20121013,20121013,10002,20001,0,_,10001,15097,15249,20181019,N,_,0,N
10000,1001027746,576,10009,10002,_,L,1000702598,67,10001,20161025,20161025,10003,20001,0,_,10002,15097,15277,20230409,N,_,0,N
10000,1001047798,203,10009,10002,_,G,1001046520,65,10001,20160802,20160802,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001076887,831,10009,10002,_,L,1001076319,36,10001,20170208,20170208,10003,20001,0,_,10005,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061191,2174,10009,10002,_,O,1001046523,24,10001,20120119,20120119,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027859,3246,10009,10002,10026,G,1000003261,75,10005,20150514,20150514,90029,20001,0,_,10001,15097,15244,20180513,N,_,0,N
_,1000811136,329,10009,10002,_,G,1000809259,17,10001,20180507,20180507,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000823687,289,10009,10002,_,I,1000851873,54,10001,20080831,20080831,10002,20001,0,_,10001,15098,15244,20190426,N,_,0,N
10000,1001027747,1636,10003,10002,_,G,1000737200,85,10001,20010111,20010111,10003,20001,0,10237,10003,15098,15244,20111208,N,N,0,N
_,1001061191,2172,10009,10002,_,O,1001060911,57,10001,20180330,20180330,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2153,10009,10002,_,L,1000775065,54,10001,20130923,20130923,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028672,212,10009,10002,_,I,1000852095,_,10001,20190125,20190125,10019,20001,0,10258,10001,15097,15244,20220124,N,N,0,N
_,1000781558,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,1574,10009,10002,_,G,1000851873,37,10001,20150311,20150311,10003,20001,0,10258,10001,15097,15244,20180310,N,N,0,N
_,1001028573,574,10009,10002,_,I,1000851881,34,10001,20180430,20180430,10003,20001,0,10270,10001,15097,15244,20210515,N,N,0,N
_,1000784644,751,10009,10005,_,L,1000784228,53,10001,19990720,19990812,10003,20001,0,_,10038,_,_,99991231,N,_,0,N
10000,1001047799,3614,10009,10002,10010,J,1001046521,64,10001,20181004,20181004,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
10000,1000675396,2126,10009,10002,_,L,1000748615,29,10001,20100904,20100904,10003,20001,0,_,10002,_,_,99991231,N,_,0,N
10000,1001027746,1636,10003,10002,_,F,1000702598,59,10001,20121009,20121009,10003,20001,0,10242,10002,15097,15244,20191009,N,N,0,N
10000,1001027848,312,10009,10002,_,_,1000003237,_,10001,20140408,20140408,90056,20001,0,_,10001,15098,15244,20200205,N,_,0,N
_,1001047799,329,10009,10002,_,J,1001046521,46,10001,20150629,20150629,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665870,656,10009,10002,_,L,1000001126,40,10001,20160319,20160319,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061189,2153,10009,10002,_,L,1001060909,35,10001,20151116,20151116,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,2055,10009,10002,_,L,1000851873,35,10007,10101,10101,10002,20001,0,_,10001,15097,15244,20230424,N,_,0,Y
_,1001027710,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028573,2153,10009,10002,_,O,1000767884,35,10001,20140429,20140429,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2106,10009,10002,10081,L,1000737200,54,10001,20150131,20150131,10003,20001,0,_,10001,15097,15244,20180131,N,_,0,N
10000,1001027688,325,10009,10002,_,J,1000002356,51,10001,20140109,20140109,90029,20001,0,_,10001,15097,15244,20170108,N,_,0,N
10000,1001027747,3188,10009,10002,10026,L,1000737200,55,10005,20090530,20090530,10002,20001,2,_,10001,15097,15249,20190315,N,_,0,N
_,1000781559,2126,10009,10002,_,L,1001046523,27,10001,20190814,20190814,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,656,10009,10002,_,_,1001046521,49,10001,20200410,20200410,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028573,289,10009,10002,_,L,1000851881,34,10001,20170110,20170110,10002,20001,0,_,10001,15097,15244,20200927,N,_,0,N
10000,1001076887,625,10007,10002,10003,I,1001076319,25,10001,20170422,20170422,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
_,1001047801,360,10009,10002,_,L,1001046523,47,10001,20131125,20131125,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,2126,10009,10002,_,L,1001046520,64,10001,20020629,20020723,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2066,10009,10002,_,L,1000737200,42,10001,20160213,20160213,90029,20001,0,_,10001,15097,15244,20190212,N,_,0,N
10000,1001027746,343,10009,10002,10021,_,1000702598,_,10001,20191218,20191218,90056,20001,0,_,10001,15097,15244,20201217,N,_,0,N
_,1001027747,2153,10009,10002,_,L,1000737200,35,10003,20150228,20150228,10003,20001,0,_,10001,15097,15277,20220926,N,_,0,N
_,1000781557,713,10009,10002,_,L,1000767882,42,10001,20111116,20111116,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001054928,3086,10009,10002,_,L,1001049617,22,10001,20111107,20111107,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,1636,10003,10002,_,J,1000737200,55,10001,20060830,20060830,90029,20001,0,10258,10003,15097,15249,20200302,N,N,0,N
10000,1001027747,294,10009,10002,_,G,1000737200,34,10001,20180424,20180424,10003,20001,0,_,10001,15097,15244,20210423,N,_,0,N
10000,1001044058,2064,10009,10002,_,G,1001043015,68,10001,20191028,20191028,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,1560,10009,10002,_,G,1000002530,67,10001,20040520,20040520,10003,20001,0,10258,10001,15097,15249,20200323,N,N,0,N
10000,1001028708,3303,10009,10002,10026,G,1000852208,77,10001,20111031,20111031,10003,20001,0,_,10001,15097,15244,20160822,N,_,0,N
_,1001061190,3086,10009,10002,_,L,1001060910,29,10005,20130722,20130722,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028488,3248,10009,10002,10080,L,1000851716,34,10003,20200201,20200201,10002,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1001047799,677,10009,10002,_,G,1001046523,47,10001,20190911,20190911,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000823896,656,10009,10002,_,F,1001060910,10,10001,20180108,20180108,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061190,520,10009,10002,_,L,1001060910,40,10001,20191024,20191024,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000669263,2153,10009,10002,_,G,1000258616,72,10001,20160529,20170224,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,3614,10009,10002,10010,J,1001046520,55,10001,20180324,20180324,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
10000,1001027710,379,10009,10002,_,J,1000002530,58,10001,20010921,20010921,90029,20001,0,_,10001,15097,15249,20171027,N,_,0,N
_,1001047801,1664,10009,10002,_,L,1001046523,25,10001,20190909,20190909,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,G,1000737200,67,10001,20061017,20061017,10003,20001,0,_,10001,15098,15244,20121015,N,_,0,N
10000,1001044841,3472,10007,10002,10080,F,1001044103,69,10003,20191113,20191113,10003,20002,0,_,10003,15097,15244,20221214,N,_,0,N
_,1001061190,2126,10009,10002,_,L,1001060910,24,10001,20191014,20191014,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027819,1636,10009,10002,_,J,1000720809,39,10001,20150520,20150520,10003,20001,0,_,10001,15097,15244,20180519,N,_,0,N
_,1000666013,656,10009,10002,_,I,1000001126,50,10001,19991216,19991216,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001076886,360,10009,10002,_,L,1001076318,51,10001,20140123,20140123,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,G,1000767879,41,10001,20070204,20070204,10003,20002,0,_,10038,_,_,99991231,N,_,1,N
_,1001027688,3425,10009,10002,10026,L,1000002356,42,10005,20080716,20080716,10002,20001,0,_,10001,15097,15249,20171102,N,_,0,N
10000,1001047799,360,10009,10002,_,G,1001046521,19,10001,20190125,20190125,90030,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,279,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,3697,10009,10002,10026,O,1000737200,63,10005,20170113,20180816,10003,20001,0,_,10001,15097,15244,20200112,N,_,0,N
_,1001028565,3303,10009,10002,10026,I,1000851873,44,10005,20151026,20151026,90029,20001,0,_,10001,15097,15277,20220722,N,_,0,N
_,1001061190,2174,10009,10002,_,L,1001060910,25,10001,20200207,20200207,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001076886,1663,10009,10002,_,L,1001076318,48,10001,20130923,20130923,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047799,1664,10009,10002,_,L,1001046521,47,10001,20180116,20180116,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061191,190,10009,10002,_,O,1001060911,21,10001,20140429,20140429,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027688,312,10009,10002,_,G,1000002356,49,10001,20001117,20001117,10003,20001,0,_,10001,15098,15244,20130630,N,_,0,N
10001,1000779155,2222,10003,10002,_,G,1000748564,68,10001,20200409,20200409,10003,20002,0,_,10010,_,_,99991231,N,_,1,N
10000,1001028646,155,10007,10002,_,I,1000852024,50,10001,20101002,20101002,10002,20001,0,_,10008,15098,15244,20191125,N,_,0,N
